id,"ctime","turbo_id","pair","direction","contract","return","strategy",timeleft
8636,"2017-06-22 07:46:06","LNSSeXWGnAfdgAYar","USD-TRY","long","1min","-100000","mfi:morningstar",NULL
8637,"2017-06-22 07:46:07","fBavfd9uRgBBheTkk","USD-TRY","long","1min","-100000","bullish:morningstar",NULL
8638,"2017-06-22 07:46:10","oFGtFvuWwRAZpS77m","USD-JPY","long","1min","61000","bullish:mfi",NULL
8639,"2017-06-22 07:46:12","ER94ohQfa6eRnXtK8","NZD-USD","long","1min","-100000","bearish:mfi",NULL
8640,"2017-06-22 07:46:13","pzqYy5bb3iTtcrX4d","NZD-USD","long","1min","-100000","atr:bearish:mfi",NULL
8641,"2017-06-22 07:46:14","y2gze5PDWupCxHmzH","NZD-USD","long","1min","-100000","atr:bearish",NULL
8642,"2017-06-22 07:46:16","sH8JxXdWQ8ozZvJ6C","USD-CNH","short","1min","-100000","atr:stochs",NULL
8643,"2017-06-22 07:46:18","pe836AESuZB8qjsKj","USD-MXN","short","1min","55000","eveningstar:macd",NULL
8644,"2017-06-22 07:46:19","XizMej3tPucXMa9mB","USD-TRY","long","1min","-100000","cci:mfi:morningstar",NULL
8645,"2017-06-22 07:46:20","mumwohs9qAq4YQvM8","USD-TRY","long","1min","-100000","cci:morningstar",NULL
8646,"2017-06-22 07:46:24","MW5Ykj4TSYqQx7pku","USD-TRY","long","1min","-100000","cci:morningstar:stochs",NULL
8647,"2017-06-22 07:46:25","5Ttkc3op9xX4Aq9pb","USD-TRY","long","1min","-100000","morningstar:stochs",NULL
8648,"2017-06-22 07:46:26","A9whCjwrjZGtrLiu7","USD-TRY","long","1min","-100000","mfi:morningstar:stochs",NULL
8649,"2017-06-22 07:46:28","wWk3cTwPRfzo9xSqo","USD-TRY","long","1min","-100000","atr:morningstar:stochs",NULL
8650,"2017-06-22 07:46:29","BveGJB5iyqFDFfns9","USD-TRY","long","1min","-100000","atr:cci:morningstar",NULL
8651,"2017-06-22 07:46:31","X9bsLc8JuMbJYJc3c","USD-TRY","long","1min","-100000","atr:mfi:morningstar",NULL
8652,"2017-06-22 07:46:32","cSbA4x29LoxdhusJh","USD-TRY","long","1min","-100000","atr:morningstar",NULL
8653,"2017-06-22 07:47:08","EQmsxyD4Wy5iZ5LtY","USD-CNH","short","1min","-100000","atr:cci",NULL
8654,"2017-06-22 07:47:10","vbdvv3N6uw8TDpwKJ","USD-CNH","short","1min","-100000","atr:cci:stochs",NULL
8655,"2017-06-22 07:47:11","J4AjcN7ohrkh3CRkK","USD-CNH","short","1min","-100000","cci:stochs",NULL
8656,"2017-06-22 07:47:18","73KyCZR62MjBdWc3B","NZD-USD","long","1min","-100000","bearish:cci:dragonflydoji",NULL
8657,"2017-06-22 07:47:20","2zHNLwYdvoS744JjK","NZD-USD","long","1min","-100000","cci:dragonflydoji:mfi",NULL
8658,"2017-06-22 07:47:21","EAQYHQEbHyF4Qa2Rx","NZD-USD","long","1min","-100000","atr:cci:dragonflydoji",NULL
8659,"2017-06-22 07:47:22","LKTecgdpzEZQhvaMt","NZD-USD","long","1min","-100000","cci:dragonflydoji",NULL
8660,"2017-06-22 07:47:32","PpgbkQjGEnv8xeiu2","NZD-USD","long","1min","-100000","bearish:dragonflydoji:stochs",NULL
8661,"2017-06-22 07:47:33","6WGcmKbzaL3t7Gr7z","NZD-USD","long","1min","-100000","dragonflydoji:stochs",NULL
8662,"2017-06-22 07:47:35","ffxkbLfMAixPtZcub","NZD-USD","long","1min","-100000","atr:dragonflydoji:stochs",NULL
8663,"2017-06-22 07:47:36","wBuJTTSrx2vWH9awm","NZD-USD","long","1min","-100000","dragonflydoji:mfi:stochs",NULL
8664,"2017-06-22 07:47:37","JqcPkMTHoskEvvasL","NZD-USD","long","1min","-100000","cci:dragonflydoji:stochs",NULL
8665,"2017-06-22 07:48:03","Gw3WT4NAFXW7Zq4v5","USD-MXN","long","1min","55000","bearish:mfi:rsi",NULL
8666,"2017-06-22 07:48:04","yHfB4SpmEQKQew6Di","USD-MXN","long","1min","55000","bearish:cci:rsi",NULL
8667,"2017-06-22 07:48:05","5gYMRGjcdQKotoh6H","USD-MXN","long","1min","55000","bearish:rsi",NULL
8668,"2017-06-22 07:48:07","mYyxJyarxa94opgHw","USD-MXN","long","1min","55000","bearish:rsi:stochs",NULL
8669,"2017-06-22 07:48:08","Ax36abwCAEGkPe9tx","USD-MXN","long","1min","55000","cci:mfi:rsi",NULL
8670,"2017-06-22 07:48:09","m6jnNvYmbLGA9Er5x","USD-MXN","long","1min","55000","mfi:rsi",NULL
8671,"2017-06-22 07:48:11","XqveZSGGvTdXoR4Dq","USD-MXN","long","1min","55000","mfi:rsi:stochs",NULL
8672,"2017-06-22 07:48:12","Hd5tFGHjmb93gCdmY","USD-MXN","long","1min","55000","cci:rsi",NULL
8673,"2017-06-22 07:48:14","nomuR6pqvrixDh9gw","USD-MXN","long","1min","55000","cci:rsi:stochs",NULL
8674,"2017-06-22 07:48:15","PkdF8BQi49BmNj7vu","USD-MXN","long","1min","55000","rsi:stochs",NULL
8675,"2017-06-22 07:48:18","ae9BsciyGarpnqdAF","USD-JPY","short","1min","-100000","cci:cmo",NULL
8676,"2017-06-22 07:48:19","PRsDZcsu7nfgG7Tsr","USD-JPY","short","1min","-100000","atr:cci:cmo",NULL
8677,"2017-06-22 07:48:21","HGL5x6omzAS2dmH2Y","USD-JPY","short","1min","-100000","cci:cmo:stochs",NULL
8678,"2017-06-22 07:48:22","YXKm3nDcdQSoqy7Lh","USD-JPY","short","1min","-100000","cci:cmo:rsi",NULL
8679,"2017-06-22 07:48:23","b4nzvumr6ng78xp2v","USD-JPY","short","1min","-100000","atr:cmo",NULL
8680,"2017-06-22 07:48:25","W7A7uHcbtCQNvagiK","USD-JPY","short","1min","-100000","atr:cmo:stochs",NULL
8681,"2017-06-22 07:48:26","NBjHBT6KqPkEqP495","USD-JPY","short","1min","-100000","atr:cmo:rsi",NULL
8682,"2017-06-22 07:48:27","ZyXJpZsEaNtZgm44x","USD-JPY","short","1min","-100000","cmo:stochs",NULL
8683,"2017-06-22 07:48:29","nZufZXkdt8CwmEXSX","USD-JPY","short","1min","-100000","cmo:rsi:stochs",NULL
8684,"2017-06-22 07:48:30","yv3JPkq8odCa2bNEn","USD-JPY","short","1min","-100000","cmo:rsi",NULL
8685,"2017-06-22 07:48:32","WZiu9zXCeDSXTn9fv","EUR-GBP","long","1min","50000","bullish:dragonflydoji:mfi",NULL
8686,"2017-06-22 07:48:33","sLJTAwCNoovWePDL2","EUR-GBP","long","1min","50000","bullish:dragonflydoji",NULL
8687,"2017-06-22 07:48:55","F2praMjATHpr8TM5W","USD-CAD","long","1min","-100000","bullish:dragonflydoji:mfi",NULL
8688,"2017-06-22 07:48:57","SNYfSkgcksNiej4tA","USD-CAD","long","1min","-100000","bullish:dragonflydoji",NULL
8689,"2017-06-22 07:49:07","vHDSNTrWLNzfbAf7e","USD-MXN","long","1min","55000","cci:mfi:stochs",NULL
8690,"2017-06-22 07:49:08","y4fhEHtxh7ZSk3jEb","USD-MXN","long","1min","55000","mfi:stochs",NULL
8691,"2017-06-22 07:49:10","XR4kMoKvdDu9hg5rT","USD-MXN","long","1min","55000","cci:mfi",NULL
8692,"2017-06-22 07:49:19","eQvoiWPpy6qQhYLcM","USD-CHF","short","1min","70000","cci:rsi:stochs",NULL
8693,"2017-06-22 07:49:20","2ZqXqu6E3Fj5AMwPz","USD-CHF","short","1min","70000","rsi:stochs",NULL
8694,"2017-06-22 07:49:22","stuKqGjjw3EfYXhYt","USD-CHF","short","1min","70000","atr:rsi:stochs",NULL
8695,"2017-06-22 07:49:23","zQTkBKM24FjrjR7Yp","USD-CHF","short","1min","70000","cci:rsi",NULL
8696,"2017-06-22 07:49:25","RqRMEhHya9PmZiPYL","USD-CHF","short","1min","70000","atr:cci:rsi",NULL
8697,"2017-06-22 07:49:26","7NMNJ9JKeNrFPYy9u","USD-CHF","short","1min","70000","atr:rsi",NULL
8698,"2017-06-22 07:50:01","LMSmhC6B6Zjjqb32k","USD-JPY","short","1min","-100000","cci:rsi:shootingstar",NULL
8699,"2017-06-22 07:50:03","C239zZP2QxMyx9RhX","USD-JPY","short","1min","61000","rsi:shootingstar",NULL
8700,"2017-06-22 07:50:04","iqidt3WPMGyMMKq7r","USD-JPY","short","1min","61000","cmo:rsi:shootingstar",NULL
8701,"2017-06-22 07:50:05","t6HKu6NTgHeDfWH79","USD-JPY","short","1min","61000","cci:cmo:shootingstar",NULL
8702,"2017-06-22 07:50:07","hgPN8Gs5Xq7afAz8Y","USD-JPY","short","1min","61000","cmo:shootingstar",NULL
8703,"2017-06-22 07:50:09","SDLkK2o3FRmnrQjAm","USD-CNH","short","1min","-100000","atr:rsi:stochs",NULL
8704,"2017-06-22 07:50:10","fyozdwfkwJGKuej7B","USD-CNH","short","1min","-100000","atr:rsi",NULL
8705,"2017-06-22 07:50:11","gZkNk4GQid5Aze2JG","USD-CNH","short","1min","-100000","atr:cci:rsi",NULL
8706,"2017-06-22 07:50:13","3eePrBMsffbNtdsEs","USD-CNH","short","1min","-100000","rsi:stochs",NULL
8707,"2017-06-22 07:50:14","XfjRjRFLgSig8ZGDp","USD-CNH","short","1min","-100000","cci:rsi:stochs",NULL
8708,"2017-06-22 07:50:16","yp7Zyoa7vkN7d5iwd","USD-CNH","short","1min","-100000","cci:rsi",NULL
8709,"2017-06-22 07:50:19","E64zKBxvGNsf8sAfw","USD-JPY","short","1min","-100000","rsi:shootingstar:stochs",NULL
8710,"2017-06-22 07:50:20","jD3gdHTykP56WeZBQ","USD-JPY","short","1min","-100000","cci:stochs",NULL
8711,"2017-06-22 07:50:21","efdk9h7jCpGMyE6H2","USD-JPY","short","1min","-100000","cci:shootingstar:stochs",NULL
8712,"2017-06-22 07:50:23","Ye69buk9BayoeNJZz","USD-JPY","short","1min","-100000","shootingstar:stochs",NULL
8713,"2017-06-22 07:50:24","JKB2SFbXNQnsawfpw","USD-JPY","short","1min","-100000","cmo:shootingstar:stochs",NULL
8714,"2017-06-22 07:51:01","F247wj2iT9yu8jjCq","NZD-USD","short","1min","-100000","ao:atr",NULL
8715,"2017-06-22 07:51:10","GssoRGf4bEeviZWko","EUR-GBP","long","1min","-100000","atr:bearish:mfi",NULL
8716,"2017-06-22 07:51:12","GTBwMgJhgeKWvvjSA","EUR-GBP","long","1min","-100000","atr:bearish",NULL
8717,"2017-06-22 07:51:13","vvpLb6C844Bk4cCZA","EUR-GBP","long","1min","-100000","bearish:mfi",NULL
8718,"2017-06-22 07:51:15","djBKjvfrGPQaMLGdC","USD-CNH","long","1min","55000","ao:atr",NULL
8719,"2017-06-22 07:51:16","bveyuwQc6tFmsuYk2","USD-CNH","long","1min","55000","ao:atr:mfi",NULL
8720,"2017-06-22 07:51:17","t5d9jgEihS2S4Yq3J","USD-CNH","long","1min","55000","ao:mfi",NULL
8721,"2017-06-22 07:51:34","4jcGEQ8pcSGeGNzJc","USD-CNH","long","1min","55000","ao:bullish",NULL
8722,"2017-06-22 07:51:36","TRBdzeJSag8HdzcEo","USD-CNH","long","1min","55000","ao:bullish:mfi",NULL
8723,"2017-06-22 07:51:37","Kz4EgujzvQJxu2oQs","USD-CNH","short","1min","-100000","cci:cmo:stochs",NULL
8724,"2017-06-22 07:51:39","djoCf2Pa7hRimaA6Q","USD-CNH","short","1min","-100000","cmo:rsi:stochs",NULL
8725,"2017-06-22 07:51:40","krhkeLZBcyfwik3ax","USD-CNH","short","1min","-100000","atr:cmo:stochs",NULL
8726,"2017-06-22 07:51:41","H6pmh5GvjGBKtK54v","USD-CNH","short","1min","-100000","cmo:stochs",NULL
8727,"2017-06-22 07:51:43","avLogT2JLu8PiDXZy","USD-CNH","short","1min","-100000","cci:cmo:rsi",NULL
8728,"2017-06-22 07:51:44","nwgBmLrxzqRQYu2M6","USD-CNH","short","1min","-100000","atr:cci:cmo",NULL
8729,"2017-06-22 07:51:46","HwNNNqZpiwAqQouyL","USD-CNH","short","1min","-100000","cci:cmo",NULL
8730,"2017-06-22 07:51:47","7SdAkhqDh6NLr8ZG4","USD-CNH","short","1min","-100000","atr:cmo:rsi",NULL
8731,"2017-06-22 07:51:48","Pt8BfuBj3oDbj8cm9","USD-CNH","short","1min","-100000","cmo:rsi",NULL
8732,"2017-06-22 07:51:50","Yr3b7nmctv67riHgv","USD-CNH","short","1min","-100000","atr:cmo",NULL
8733,"2017-06-22 07:52:12","PJgr5ZLMAEMBBT9SS","USD-CAD","long","1min","-100000","bearish:mfi",NULL
8734,"2017-06-22 07:52:18","SyqSch4tK9ccjj8Qd","USD-TRY","long","1min","55000","cci:mfi:stochs",NULL
8735,"2017-06-22 07:52:19","NqDxS6AC5HnA5XY75","USD-TRY","long","1min","55000","cci:stochs",NULL
8736,"2017-06-22 07:52:22","q5yojReZwikEFYwD2","NZD-USD","long","1min","50000","bullish:mfi",NULL
8737,"2017-06-22 07:53:00","grF6t45pXbrKgCdvA","EUR-USD","long","1min","-100000","dragonflydoji:mfi:stochs",NULL
8738,"2017-06-22 07:53:01","yRdNLjQRgzSXd6ZD7","EUR-USD","long","1min","-100000","bearish:dragonflydoji:mfi",NULL
8739,"2017-06-22 07:53:03","Zupn26SxM5jkqmP7G","EUR-USD","long","1min","-100000","bearish:dragonflydoji:stochs",NULL
8740,"2017-06-22 07:53:04","9ggTmJeDfSw4Zm5Xu","EUR-USD","long","1min","-100000","atr:dragonflydoji:stochs",NULL
8741,"2017-06-22 07:53:06","HsQogznRrG7ihb2JK","EUR-USD","long","1min","-100000","cci:dragonflydoji:stochs",NULL
8742,"2017-06-22 07:53:07","3e3LvyK8mQLMED9jq","EUR-USD","long","1min","-100000","dragonflydoji:stochs",NULL
8743,"2017-06-22 07:53:08","SN68s67dvQsHJFmL8","EUR-USD","long","1min","-100000","atr:bearish:dragonflydoji",NULL
8744,"2017-06-22 07:53:10","8NuXtjgNTjsNnXHR4","EUR-USD","long","1min","-100000","bearish:cci:dragonflydoji",NULL
8745,"2017-06-22 07:53:11","cMGBZvRceWv5qSdgR","EUR-USD","long","1min","-100000","bearish:dragonflydoji",NULL
8746,"2017-06-22 07:53:13","7fP38YSrcvZuthh6W","USD-CHF","long","1min","70000","ao:mfi",NULL
8747,"2017-06-22 07:53:14","e2JoPHy9r2vjy3XA9","USD-CHF","long","1min","70000","ao:atr:mfi",NULL
8748,"2017-06-22 07:53:16","BPFrhp99bmTEcmsSj","USD-CHF","long","1min","70000","ao:atr",NULL
8749,"2017-06-22 07:53:33","cuJZACNnZPHR5yAeQ","USD-TRY","long","1min","-100000","bearish:mfi",NULL
8750,"2017-06-22 07:54:03","KsL2zqaN6NXzcsCK7","USD-MXN","short","1min","55000","cci:macd",NULL
8751,"2017-06-22 07:54:04","eaPtbHXLvS6GJSqjc","USD-MXN","short","1min","55000","cci:macd:stochs",NULL
8752,"2017-06-22 07:54:06","o8qRobhzcqCjjK4BB","USD-MXN","short","1min","55000","macd:stochs",NULL
8753,"2017-06-22 07:54:18","rvNPz5nMDXffaoxS3","USD-TRY","long","1min","55000","atr:rsi:stochs",NULL
8754,"2017-06-22 07:54:20","nrAL755gYX8opyjEG","USD-TRY","long","1min","55000","atr:mfi:rsi",NULL
8755,"2017-06-22 07:54:21","WX4TjosePJtjzoGwt","USD-TRY","long","1min","55000","atr:cci:rsi",NULL
8756,"2017-06-22 07:54:22","6X5eZufAF3kugjcHK","USD-TRY","long","1min","55000","atr:bearish:rsi",NULL
8757,"2017-06-22 07:54:24","csGjPqQzK6HMaGiH8","USD-TRY","long","1min","55000","atr:rsi",NULL
8758,"2017-06-22 07:55:03","3fdQqhzBxTkkngysv","USD-MXN","short","1min","55000","cci:hangingman:macd",NULL
8759,"2017-06-22 07:55:05","eCZDkES9iwh2rnDed","USD-MXN","short","1min","55000","hangingman:macd:stochs",NULL
8760,"2017-06-22 07:55:24","yK5BJ5JDu2PX5rcN6","USD-CAD","long","1min","75000","atr:mfi",NULL
8761,"2017-06-22 07:55:38","iMDsWdB9SaivgxLcq","USD-TRY","long","1min","55000","cci:mfi:rsi",NULL
8762,"2017-06-22 07:55:40","wtkrmPo2B3Am73Lvw","USD-TRY","long","1min","55000","cci:rsi",NULL
8763,"2017-06-22 07:55:41","XY9C6NYDzHexWB74F","USD-TRY","long","1min","55000","bearish:cci:rsi",NULL
8764,"2017-06-22 07:55:43","8QKGjzndERJAjc4CX","USD-TRY","long","1min","55000","cci:rsi:stochs",NULL
8765,"2017-06-22 07:55:44","CfpfE9c6CdsiBLSsB","USD-TRY","long","1min","55000","mfi:rsi",NULL
8766,"2017-06-22 07:55:45","yEazT54EHyKtMqZ3G","USD-TRY","long","1min","55000","bearish:mfi:rsi",NULL
8767,"2017-06-22 07:55:47","jZNYDgrwxCEHoicbY","USD-TRY","long","1min","55000","mfi:rsi:stochs",NULL
8768,"2017-06-22 07:55:48","DMxcYRtFW6XdtE3aQ","USD-TRY","long","1min","55000","bearish:rsi",NULL
8769,"2017-06-22 07:55:50","Gd8PATrMiYgganw9J","USD-TRY","long","1min","55000","bearish:rsi:stochs",NULL
8770,"2017-06-22 07:55:51","MH5R4TxP5hdJgYxdX","USD-TRY","long","1min","55000","rsi:stochs",NULL
8771,"2017-06-22 07:56:16","uGcy3H3jFLFQcrbdK","EUR-USD","long","1min","-100000","bullish:mfi:stochs",NULL
8772,"2017-06-22 07:56:18","DbXHFcuojm2BM9A43","EUR-USD","long","1min","-100000","bullish:stochs",NULL
8773,"2017-06-22 07:57:01","gw9xCn8bFjo74NxSy","AUD-USD","long","1min","-100000","bullish:haramicross:mfi",NULL
8774,"2017-06-22 07:57:02","cY7dvr4QgjDc5dhAZ","AUD-USD","long","1min","-100000","bullish:haramicross",NULL
8775,"2017-06-22 07:57:20","NJjDfS8oQ54EzXkaH","AUD-USD","long","1min","-100000","atr:haramicross:mfi",NULL
8776,"2017-06-22 07:57:22","eWFFeRh2pNS7aRzoH","AUD-USD","long","1min","-100000","atr:haramicross",NULL
8777,"2017-06-22 07:57:39","Ex2DA5uecMzB35xYa","EUR-GBP","short","1min","50000","cci:stochs",NULL
8778,"2017-06-22 07:57:41","FHtbonvX493Je3SHi","EUR-GBP","short","1min","50000","atr:cci:stochs",NULL
8779,"2017-06-22 07:57:42","g8fcrBf8AD6TwHztK","EUR-GBP","short","1min","50000","atr:stochs",NULL
8780,"2017-06-22 07:58:02","RvJK7sm8DsAn83y9J","USD-CNH","long","1min","55000","bearish:mfi",NULL
8781,"2017-06-22 07:58:04","DKZj2DTGLDB4w59zi","USD-MXN","long","1min","-100000","bullish:haramicross",NULL
8782,"2017-06-22 07:58:05","giX8x2eumrWiXh2Tb","USD-MXN","long","1min","-100000","bullish:haramicross:mfi",NULL
8783,"2017-06-22 07:58:07","zxGtuYJCJyr8zLe7M","USD-MXN","long","1min","-100000","haramicross:mfi",NULL
8784,"2017-06-22 07:58:13","twGmdqycJcwb5ASaj","USD-JPY","long","1min","61000","bearish:mfi:stochs",NULL
8785,"2017-06-22 07:58:14","EvRs7nrdcjvxmK5fF","USD-JPY","long","1min","61000","bearish:cci:stochs",NULL
8786,"2017-06-22 07:58:16","QcNkNcgzWYbDfL7ke","USD-JPY","long","1min","61000","bearish:stochs",NULL
8787,"2017-06-22 07:58:17","FHqSGZBhJ6e7gcyxx","USD-JPY","long","1min","61000","bearish:macd:stochs",NULL
8788,"2017-06-22 07:58:19","6SiNnFEbruKKbiGKS","USD-CNH","long","1min","55000","bearish:mfi:stochs",NULL
8789,"2017-06-22 07:58:20","WFEQRmkWjMt4Bahp8","USD-CNH","long","1min","55000","atr:bearish:stochs",NULL
8790,"2017-06-22 07:58:22","ZZsyBeLz7sc3K37vk","USD-CNH","long","1min","55000","bearish:stochs",NULL
8791,"2017-06-22 07:58:23","wcEK27FEG6HBSNCs8","USD-CNH","long","1min","55000","atr:mfi:stochs",NULL
8792,"2017-06-22 07:58:25","ofmGZRdc67uGJ9MFW","USD-CNH","long","1min","55000","mfi:stochs",NULL
8793,"2017-06-22 07:58:26","JuhqsnnnuGxFautXC","USD-CNH","long","1min","55000","atr:stochs",NULL
8794,"2017-06-22 07:59:01","T9wMdTGrJLSh3T448","AUD-USD","long","1min","-100000","atr:cci:mfi",NULL
8795,"2017-06-22 07:59:02","32EXyTByCSAAHBka8","AUD-USD","long","1min","-100000","bearish:cci:mfi",NULL
8796,"2017-06-22 07:59:04","3QGHTc7NKyqHdfd66","AUD-USD","long","1min","-100000","atr:cci",NULL
8797,"2017-06-22 07:59:05","XqbZQqZ5bPhc7YxoR","AUD-USD","long","1min","-100000","atr:bearish:cci",NULL
8798,"2017-06-22 07:59:07","9kg7W6rJKivdZAMfQ","AUD-USD","long","1min","-100000","bearish:cci",NULL
8799,"2017-06-22 07:59:14","W5YwaAvEpzDHyFu5b","USD-JPY","long","1min","61000","bullish:cci:mfi",NULL
8800,"2017-06-22 07:59:16","MCrATvZnnyuzs72Cv","USD-JPY","long","1min","61000","bullish:cci",NULL
8801,"2017-06-22 08:00:01","Xjou6T8GWmmyWpxoh","USD-TRY","long","1min","-100000","dragonflydoji:mfi",NULL
8802,"2017-06-22 08:00:03","QStGM6Cktwufa9vtA","USD-TRY","short","1min","55000","haramicross:macd",NULL
8803,"2017-06-22 08:00:06","dmqHtsGoDdk32BDaT","USD-CAD","long","1min","-100000","atr:bearish",NULL
8804,"2017-06-22 08:00:07","GWLwymS9GCbDYvm3c","USD-CAD","long","1min","-100000","atr:bearish:mfi",NULL
8805,"2017-06-22 08:00:22","t32MbqTz8YpwxjxzK","EUR-USD","long","1min","0","bullish:mfi",NULL
8806,"2017-06-22 08:00:38","uL3DMrkFfiwbodthD","USD-TRY","long","1min","-100000","bearish:dragonflydoji:mfi",NULL
8807,"2017-06-22 08:00:40","xjdE8YKNm5p6Bg2D7","USD-TRY","long","1min","-100000","bearish:dragonflydoji",NULL
8808,"2017-06-22 08:00:56","L89q3AtfFc23NdukL","USD-TRY","long","1min","-100000","dragonflydoji:mfi:stochs",NULL
8809,"2017-06-22 08:00:58","Q9aMuNzddAYLFk5xT","USD-TRY","long","1min","-100000","bearish:dragonflydoji:stochs",NULL
8810,"2017-06-22 08:00:59","KxcStCnmWPkE4xWXZ","USD-TRY","long","1min","-100000","dragonflydoji:stochs",NULL
8811,"2017-06-22 08:01:06","F5HpRhmdc8iAJzZRa","USD-CAD","long","1min","-100000","ao:bullish",NULL
8812,"2017-06-22 08:01:07","3mjfxF8xAdoKD5nGE","USD-CAD","long","1min","-100000","ao:bullish:mfi",NULL
8813,"2017-06-22 08:01:08","k9ifFNGYMiy3AwDTz","USD-CAD","long","1min","-100000","ao:mfi",NULL
8814,"2017-06-22 08:01:12","ACwBJS2x5pHrs4Bj5","EUR-USD","long","1min","55000","atr:bearish",NULL
8815,"2017-06-22 08:01:13","bHxfuNrPejWSMkcSb","EUR-USD","long","1min","55000","atr:bearish:mfi",NULL
8816,"2017-06-22 08:01:15","gTPEcFSYrp99FPxjZ","EUR-USD","long","1min","55000","bearish:mfi",NULL
8817,"2017-06-22 08:01:21","CvAoSs4Dtqobrargt","USD-CAD","long","1min","75000","ao:atr:mfi",NULL
8818,"2017-06-22 08:01:23","9ePafnam9bgLQWEwG","USD-CAD","long","1min","75000","ao:atr",NULL
8819,"2017-06-22 08:01:42","mMADq8sBAHyrE8QAT","USD-JPY","long","1min","61000","bearish:mfi",NULL
8820,"2017-06-22 08:01:58","BsdMgzciay699FnLL","USD-MXN","long","1min","-100000","cci:stochs",NULL
8821,"2017-06-22 08:03:04","ySRMDNrvkHv9NrnvY","USD-TRY","long","1min","-100000","bullish:mfi",NULL
8822,"2017-06-22 08:03:39","G4E7yhSxvKeS2Pk8s","AUD-USD","short","1min","67000","atr:stochs",NULL
8823,"2017-06-22 08:04:03","dKBXT5EMRjqicuBZ2","EUR-GBP","long","1min","50000","cci:haramicross:mfi",NULL
8824,"2017-06-22 08:04:04","J8REkrDtBdroik7d7","EUR-GBP","long","1min","50000","cci:haramicross",NULL
8825,"2017-06-22 08:04:06","9iASewSzYEJJG4Y3S","EUR-GBP","long","1min","50000","haramicross:mfi",NULL
8826,"2017-06-22 08:04:09","5m9LvNjThPBHGaSGg","EUR-GBP","long","1min","50000","haramicross:stochs",NULL
8827,"2017-06-22 08:04:10","DA8W3ephNGgkaDEEk","EUR-GBP","long","1min","50000","cci:haramicross:stochs",NULL
8828,"2017-06-22 08:04:12","YgPNEvYYCyzDB7NTj","EUR-GBP","long","1min","50000","haramicross:mfi:stochs",NULL
8829,"2017-06-22 08:04:13","T5rKTNRg4zx2MLxL6","EUR-GBP","long","1min","50000","bullish:haramicross:stochs",NULL
8830,"2017-06-22 08:04:14","fif58s7f8kjqJRh6v","EUR-GBP","long","1min","50000","bullish:cci:stochs",NULL
8831,"2017-06-22 08:04:16","oJMGXGfBqJLrw9RXs","EUR-GBP","long","1min","50000","bullish:cci:haramicross",NULL
8832,"2017-06-22 08:04:17","2wX7poSnrwuRsDMnG","EUR-GBP","long","1min","50000","bullish:haramicross:mfi",NULL
8833,"2017-06-22 08:04:19","7Y79ZWtGyhxgfGrgE","EUR-GBP","long","1min","50000","bullish:haramicross",NULL
8834,"2017-06-22 08:04:20","NFvsH98j7osxEaZjf","EUR-GBP","long","1min","50000","bullish:cci:mfi",NULL
8835,"2017-06-22 08:04:21","KPSAqK8atgzGKafTG","EUR-GBP","long","1min","50000","bullish:cci",NULL
8836,"2017-06-22 08:04:23","B4mmGfJ3yNN6g64y5","EUR-GBP","long","1min","50000","bullish:mfi",NULL
8837,"2017-06-22 08:04:26","sq3qE7jeFERDHsjAf","EUR-GBP","long","1min","50000","atr:haramicross:stochs",NULL
8838,"2017-06-22 08:04:27","MR8XhdRjua76qFybD","EUR-GBP","long","1min","50000","atr:haramicross:mfi",NULL
8839,"2017-06-22 08:04:29","byhwbuBy9RHhRvvpY","EUR-GBP","long","1min","50000","atr:haramicross",NULL
8840,"2017-06-22 08:04:30","ZZWejrWFAbkvsaLAa","EUR-GBP","long","1min","50000","atr:cci:haramicross",NULL
8841,"2017-06-22 08:05:34","MasoozdXMNwdq3XNR","NZD-USD","long","1min","50000","cci:mfi",NULL
8842,"2017-06-22 08:05:36","HryYph6pn9z4rEdX2","NZD-USD","long","1min","50000","atr:cci:mfi",NULL
8843,"2017-06-22 08:05:37","5QSnavNdGsM7t9x9p","NZD-USD","long","1min","50000","atr:cci",NULL
8844,"2017-06-22 08:05:39","E6NK4omy6PDJroesW","USD-TRY","short","1min","55000","atr:macd",NULL
8845,"2017-06-22 08:06:10","Jh3hjnqYHAQcnf9a7","EUR-USD","short","1min","55000","atr:cci",NULL
8846,"2017-06-22 08:06:35","6uGoNSXJBD4e3q79n","AUD-USD","short","1min","-100000","atr:cci",NULL
8847,"2017-06-22 08:06:36","SrA8XEgSqGMinYiww","AUD-USD","short","1min","-100000","atr:cci:stochs",NULL
8848,"2017-06-22 08:06:38","DYbd9EwFqzFMMXd7k","AUD-USD","short","1min","-100000","cci:stochs",NULL
8849,"2017-06-22 08:06:41","2Nsiq2WtcvBceZzDp","USD-CNH","long","1min","55000","atr:cci:mfi",NULL
8850,"2017-06-22 08:06:42","u8JQTqimjpG6JaEEp","USD-CNH","long","1min","55000","atr:cci",NULL
8851,"2017-06-22 08:06:44","gdHDzkNmMWo8RzG3d","USD-CNH","long","1min","55000","atr:cci:stochs",NULL
8852,"2017-06-22 08:06:45","5CF4XCabKX59By842","USD-CNH","long","1min","55000","atr:bearish:cci",NULL
8853,"2017-06-22 08:06:46","XTmisS9TpJhjKSqpN","USD-CNH","long","1min","55000","cci:mfi",NULL
