id,"ctime","turbo_id","pair","direction","contract","return","strategy",timeleft
1,"2017-06-21 14:42:54","A8bJGrBf7zASJanDE","USD-MXN","short","1min","55000","macd:stochs",NULL
2,"2017-06-21 14:42:56","oi5bpD38PqcGtBjf5","USD-MXN","short","5min","-100000","macd:stochs",NULL
3,"2017-06-21 14:42:57","8pJubjziD5WMRcM5G","USD-CHF","long","1min","70000","bullish:dragonflydoji",NULL
4,"2017-06-21 14:42:59","YoMv8ZJNbbR3qh4Kk","USD-CHF","long","5min","-100000","bullish:dragonflydoji",NULL
5,"2017-06-21 14:43:07","A7nRDXZ3QrFGd7ynD","USD-JPY","long","1min","61000","bearish:dragonflydoji:macd",NULL
6,"2017-06-21 14:43:08","NPKuTYardzRfLgNJT","USD-JPY","long","5min","50000","bearish:dragonflydoji:macd",NULL
7,"2017-06-21 14:43:10","x28RZn4aWzSdGDpWR","USD-JPY","long","1min","61000","bearish:dragonflydoji",NULL
8,"2017-06-21 14:43:11","ysJ4pjDSTJrbRWSRy","USD-JPY","long","5min","50000","bearish:dragonflydoji",NULL
9,"2017-06-21 14:46:00","xkC8zLAeepFR43Ap7","USD-CAD","short","1min","-100000","shootingstar:stochs",NULL
10,"2017-06-21 14:46:02","wjcerhi8zBfuojokg","USD-CAD","short","5min","-100000","shootingstar:stochs",NULL
11,"2017-06-21 14:46:16","dk8evqetYnNRApqLz","USD-CAD","short","1min","75000","rsi:shootingstar:stochs",NULL
12,"2017-06-21 14:46:17","wXmzo4WjDeFYjswSc","USD-CAD","short","5min","50000","rsi:shootingstar:stochs",NULL
13,"2017-06-21 14:46:19","JEFgR6kjpdFWaT5ce","USD-CAD","short","1min","75000","rsi:stochs",NULL
14,"2017-06-21 14:46:20","Q7PPe9w2FmH4nmmjy","USD-CAD","short","5min","0","rsi:stochs",NULL
15,"2017-06-21 14:46:22","zwYuivBFDNQoGCkQj","USD-CAD","short","1min","-100000","rsi:shootingstar",NULL
16,"2017-06-21 14:46:23","QrHeySTEbeoAwKQzQ","USD-CAD","short","5min","0","rsi:shootingstar",NULL
17,"2017-06-21 14:48:03","hD4CGfjmNGKYEHQTk","NZD-USD","long","1min","-100000","bearish:dragonflydoji",NULL
18,"2017-06-21 14:48:04","jwBGn7sCEbdD36F3d","NZD-USD","long","5min","-100000","bearish:dragonflydoji",NULL
19,"2017-06-21 14:48:05","H68K9pfXAxstBfH2P","NZD-USD","short","1min","50000","hangingman:macd",NULL
20,"2017-06-21 14:48:07","iDwPgo6RrT2RDiQwR","NZD-USD","short","5min","50000","hangingman:macd",NULL
21,"2017-06-21 14:48:22","ZtqagTLjB7jhk7br3","NZD-USD","long","1min","-100000","dragonflydoji:stochs",NULL
22,"2017-06-21 14:48:24","mxKhN6gFLg7XnshEG","NZD-USD","long","5min","-100000","dragonflydoji:stochs",NULL
23,"2017-06-21 14:48:25","bsokam7ps3cQkxp2M","NZD-USD","long","1min","-100000","bearish:dragonflydoji:stochs",NULL
24,"2017-06-21 14:48:26","gj3cve85S3M9WXACs","NZD-USD","long","5min","-100000","bearish:dragonflydoji:stochs",NULL
25,"2017-06-21 14:48:28","WTLZLiKRNHA6bLT6J","NZD-USD","long","1min","-100000","bearish:stochs",NULL
26,"2017-06-21 14:48:29","ixuJYeA6jmKafoigb","NZD-USD","long","5min","-100000","bearish:stochs",NULL
27,"2017-06-21 14:50:57","mamNqwPXZ7SBjKro9","USD-JPY","long","1min","61000","macd:stochs",NULL
28,"2017-06-21 14:50:58","QqZ6kBCoTRixuyPeA","USD-JPY","long","5min","50000","macd:stochs",NULL
29,"2017-06-21 14:52:02","rpXmpFR4BLgundhrj","EUR-USD","short","1min","0","shootingstar:stochs",NULL
30,"2017-06-21 14:52:03","wjLpkXYciGF3Ru5La","EUR-USD","short","5min","0","shootingstar:stochs",NULL
31,"2017-06-21 14:53:30","HijSnzLYsBax7xvsi","USD-JPY","long","1min","61000","bearish:macd:stochs",NULL
32,"2017-06-21 14:53:32","P89eiKrGs6p9pTCnP","USD-JPY","long","5min","50000","bearish:macd:stochs",NULL
33,"2017-06-21 14:53:33","Q6cPhTsNCfhQvRfeT","USD-JPY","long","1min","61000","bearish:stochs",NULL
34,"2017-06-21 14:53:35","M2NmLZ8zN9MMdhqaq","USD-JPY","long","5min","50000","bearish:stochs",NULL
35,"2017-06-21 14:55:02","tAkJT6s2sm99BwQ6F","USD-CNH","long","1min","-100000","dragonflydoji:stochs",NULL
36,"2017-06-21 14:55:04","txy8QwNC3JSWm3avc","USD-CNH","long","5min","50000","dragonflydoji:stochs",NULL
37,"2017-06-21 14:56:02","LtrTnGcrF5qe2iqsP","NZD-USD","long","1min","0","bullish:dragonflydoji",NULL
38,"2017-06-21 14:56:03","mTnELFcamKGaLLWju","NZD-USD","long","5min","-100000","bullish:dragonflydoji",NULL
39,"2017-06-21 14:56:05","rTxqXWg9W7qRqNdeS","NZD-USD","short","1min","0","ao:hangingman",NULL
40,"2017-06-21 14:56:06","QFnszm2RKq3QsXrLB","NZD-USD","short","5min","50000","ao:hangingman",NULL
41,"2017-06-21 14:56:38","b44nBCP5JoTGiWuWo","AUD-USD","long","1min","67000","bearish:stochs",NULL
42,"2017-06-21 14:56:39","o3Gs3gWxWj3tuiScp","AUD-USD","long","5min","50000","bearish:stochs",NULL
43,"2017-06-21 14:57:04","LbtnJN9s4Yrf2NnpY","USD-MXN","long","1min","-100000","bullish:macd",NULL
44,"2017-06-21 14:57:05","CtDKRace9hKstPp6s","USD-MXN","long","5min","50000","bullish:macd",NULL
45,"2017-06-21 14:58:17","LE6e2DiTayyjMAQfa","USD-CHF","long","1min","-100000","bearish:fsar",NULL
46,"2017-06-21 14:58:18","in4tXXxbEowNja6AH","USD-CHF","long","5min","50000","bearish:fsar",NULL
47,"2017-06-21 14:58:26","DR9bxef4hrDS56YrJ","USD-CNH","long","1min","55000","bearish:stochs",NULL
48,"2017-06-21 14:58:28","QsAwyDGEaXbNSHYi9","USD-CNH","long","5min","50000","bearish:stochs",NULL
49,"2017-06-21 14:58:30","7tr6DioPawC2MfJwL","USD-CHF","long","1min","70000","bearish:stochs",NULL
50,"2017-06-21 14:58:31","Fv5aCxQpEtTcseRWS","USD-CHF","long","5min","50000","bearish:stochs",NULL
51,"2017-06-21 15:01:18","aNWmx6BR3TsJdRj67","USD-MXN","short","1min","-100000","rsi:stochs",NULL
52,"2017-06-21 15:01:19","bPKyda9wpHK3FaScv","USD-MXN","short","5min","-100000","rsi:stochs",NULL
53,"2017-06-21 15:03:56","gKJdzmRqeZYrx8ouW","USD-MXN","long","1min","55000","bearish:macd",NULL
54,"2017-06-21 15:03:57","xgaRiWZNTK2hkFWSB","USD-MXN","long","5min","50000","bearish:macd",NULL
55,"2017-06-21 15:04:01","qqughFcq8oDqJrcuR","USD-CAD","short","1min","-100000","ao:hangingman",NULL
56,"2017-06-21 15:04:03","NzurvmJEmGR3k2ozm","USD-CAD","short","5min","-100000","ao:hangingman",NULL
57,"2017-06-21 15:05:02","CARqysGHqoJgBHnyp","USD-CNH","short","1min","0","hangingman:stochs",NULL
58,"2017-06-21 15:05:03","kBu8iM5cXf6yXXQrL","USD-CNH","short","5min","50000","hangingman:stochs",NULL
59,"2017-06-21 15:06:01","gMbehxfwyimSQBxiq","EUR-GBP","short","1min","0","hangingman:stochs",NULL
60,"2017-06-21 15:06:03","jMce8aJyrX3A7bFNv","EUR-GBP","short","5min","-100000","hangingman:stochs",NULL
61,"2017-06-21 15:06:45","wKwky3fzNSdJpoohH","USD-JPY","short","1min","61000","hangingman:stochs",NULL
62,"2017-06-21 15:06:46","tfK2bnm5F4Gqwz68s","USD-JPY","short","5min","50000","hangingman:stochs",NULL
63,"2017-06-21 15:07:18","DapZXsnKfkRTdbxfy","NZD-USD","long","1min","50000","rsi:stochs",NULL
64,"2017-06-21 15:07:19","RCgwo7sMGHnipEGr9","NZD-USD","long","5min","50000","rsi:stochs",NULL
65,"2017-06-21 15:07:21","NZifoLyvNy5SBXSy5","NZD-USD","long","1min","50000","bearish:rsi:stochs",NULL
66,"2017-06-21 15:07:22","T7xGzNBvWsE7jCEja","NZD-USD","long","5min","50000","bearish:rsi:stochs",NULL
67,"2017-06-21 15:07:24","JmesX6p4nfnsSwp2n","NZD-USD","long","1min","50000","bearish:rsi",NULL
68,"2017-06-21 15:07:25","dac6LBHd8YNd8nRpq","NZD-USD","long","5min","50000","bearish:rsi",NULL
69,"2017-06-21 15:08:02","k6HWpwdPNByL85Xja","USD-CHF","short","1min","0","hangingman:stochs",NULL
70,"2017-06-21 15:08:04","STuB9bT5tN6AHdddF","USD-CHF","short","5min","50000","hangingman:stochs",NULL
71,"2017-06-21 15:09:03","pnMpNzJgg5aL4jcgK","USD-MXN","short","1min","55000","hangingman:stochs",NULL
72,"2017-06-21 15:09:04","AdbmtMReK5i93j9RQ","USD-MXN","short","5min","50000","hangingman:stochs",NULL
73,"2017-06-21 15:09:05","QfSmJgu4z4XQxrMWY","USD-MXN","short","1min","55000","hangingman:rsi:stochs",NULL
74,"2017-06-21 15:09:07","uxP3jYcTXyx9EgXhk","USD-MXN","short","5min","50000","hangingman:rsi:stochs",NULL
75,"2017-06-21 15:09:08","zkW9qDTE6SxxBaXhq","USD-MXN","short","1min","55000","hangingman:rsi",NULL
76,"2017-06-21 15:09:10","c8uuioJuACR3nDy8v","USD-MXN","short","5min","50000","hangingman:rsi",NULL
77,"2017-06-21 15:11:03","Zmui3GeoJNaYv3QLt","USD-CHF","short","1min","70000","shootingstar:stochs",NULL
78,"2017-06-21 15:11:04","Atfrou77qgJgdygAb","USD-CHF","short","5min","50000","shootingstar:stochs",NULL
79,"2017-06-21 15:11:08","3W4K3eCoi5FWvypDZ","NZD-USD","long","1min","-100000","bullish:stochs",NULL
80,"2017-06-21 15:11:09","v2ubLYPcaoLHZT4ZA","NZD-USD","long","5min","-100000","bullish:stochs",NULL
81,"2017-06-21 15:16:03","HHjC37CbHcfYD5TnH","USD-JPY","short","1min","61000","ao:macd",NULL
82,"2017-06-21 15:16:04","JL77bxnWvrtbTS4NG","USD-JPY","short","5min","-100000","ao:macd",NULL
83,"2017-06-21 15:16:06","yQsMtkrMQwhyvCEnm","USD-CAD","long","1min","-100000","bearish:stochs",NULL
84,"2017-06-21 15:16:07","Z9LxqzcMm7sJBaYme","USD-CAD","long","5min","50000","bearish:stochs",NULL
85,"2017-06-21 15:16:55","ZjTcivfmZf6CWYksK","EUR-GBP","long","1min","0","bearish:stochs",NULL
86,"2017-06-21 15:16:56","6f8FkXsj5pETQJQe3","EUR-GBP","long","5min","50000","bearish:stochs",NULL
87,"2017-06-21 15:22:55","D3bHuy5LXnKipsELF","USD-MXN","long","1min","55000","bearish:stochs",NULL
88,"2017-06-21 15:22:56","Po6DyKx5WfjhmTZKq","USD-MXN","long","5min","50000","bearish:stochs",NULL
89,"2017-06-21 15:24:32","baEnD7rkgEPPNaru5","USD-CNH","long","1min","0","bullish:dragonflydoji",NULL
90,"2017-06-21 15:24:34","BjZCYd4AnJhKSXtKN","USD-CNH","long","5min","-100000","bullish:dragonflydoji",NULL
91,"2017-06-21 15:25:01","HFZnE8nEc3hrwPb9m","USD-MXN","long","1min","55000","dragonflydoji:stochs",NULL
92,"2017-06-21 15:25:02","vGBwqC3Jer3LRgYL5","USD-MXN","long","5min","-100000","dragonflydoji:stochs",NULL
93,"2017-06-21 15:25:04","4Hy96i6sy7Sjk4eZz","USD-MXN","short","1min","-100000","ao:hangingman",NULL
94,"2017-06-21 15:25:05","enL5L8maMHBp4E3DC","USD-MXN","short","5min","50000","ao:hangingman",NULL
95,"2017-06-21 15:26:01","Hx33v5nYxqnDjgAs2","USD-TRY","short","1min","55000","shootingstar:stochs",NULL
96,"2017-06-21 15:26:03","pFTaq6qqosZBWB45A","USD-TRY","short","5min","50000","shootingstar:stochs",NULL
97,"2017-06-21 15:26:24","yJNutQTZ4Fm6yFwMo","USD-MXN","long","1min","55000","bullish:stochs",NULL
98,"2017-06-21 15:26:25","vZsJbD3s4XorRvWuB","USD-MXN","long","5min","-100000","bullish:stochs",NULL
99,"2017-06-21 15:28:01","qaRsKPfsz8e3DzK2M","USD-CAD","short","1min","75000","hangingman:stochs",NULL
100,"2017-06-21 15:28:03","2hSXq8FEHk4ut3pMM","USD-CAD","short","5min","-100000","hangingman:stochs",NULL
101,"2017-06-21 15:28:41","bTwNRQzwbZq6xHPAu","USD-CHF","long","1min","70000","ao:bullish",NULL
102,"2017-06-21 15:28:42","QjwaanF4hTsWbKYnK","USD-CHF","long","5min","-100000","ao:bullish",NULL
103,"2017-06-21 15:31:10","v8cJn8qErzc7Exrdm","USD-MXN","long","1min","55000","rsi:stochs",NULL
104,"2017-06-21 15:31:12","5Z5TEnpeTGXhscv3u","USD-MXN","long","5min","50000","rsi:stochs",NULL
105,"2017-06-21 15:31:13","Xga8c9YHpHiNNWph3","USD-MXN","long","1min","-100000","bearish:rsi:stochs",NULL
106,"2017-06-21 15:31:15","ehKYvkqEYEuabMrYA","USD-MXN","long","5min","-100000","bearish:rsi:stochs",NULL
107,"2017-06-21 15:31:16","3mJou2fyWyHKEWcWx","USD-MXN","long","1min","-100000","bearish:rsi",NULL
108,"2017-06-21 15:31:17","gZFHxpb5PFPDR9RDG","USD-MXN","long","5min","-100000","bearish:rsi",NULL
109,"2017-06-21 15:34:18","ShWa2CWwQCh3Qv2PL","USD-TRY","long","1min","55000","bearish:stochs",NULL
110,"2017-06-21 15:34:19","dog9Dkvtvw8kR82me","USD-TRY","long","5min","50000","bearish:stochs",NULL
111,"2017-06-21 15:38:40","WT5GXubEt5FMroA4M","USD-JPY","long","1min","61000","rsi:stochs",NULL
112,"2017-06-21 15:38:41","RRfbRP5LrzjPexkpP","USD-JPY","long","5min","50000","rsi:stochs",NULL
113,"2017-06-21 15:38:43","EhjBQ8vgFvSofCsnu","USD-JPY","long","1min","61000","bearish:rsi:stochs",NULL
114,"2017-06-21 15:38:44","wR3vC3uZECgWwi44F","USD-JPY","long","5min","50000","bearish:rsi:stochs",NULL
115,"2017-06-21 15:38:46","uEFFzkRRN8jS5j9aD","USD-JPY","long","1min","61000","bearish:rsi",NULL
116,"2017-06-21 15:38:47","xvskaLjpeLLm2h6EJ","USD-JPY","long","5min","50000","bearish:rsi",NULL
117,"2017-06-21 15:39:01","mZkvsby3RGL59jgts","NZD-USD","short","1min","0","shootingstar:stochs",NULL
118,"2017-06-21 15:39:03","nYCren9E5Ae7HvKoA","NZD-USD","short","5min","50000","shootingstar:stochs",NULL
119,"2017-06-21 15:40:43","QpJqTJRWpYKLfd7Pi","USD-JPY","long","1min","-100000","bullish:stochs",NULL
120,"2017-06-21 15:40:44","rRB9Q4i9FgQre4Z7c","USD-JPY","long","5min","50000","bullish:stochs",NULL
121,"2017-06-21 15:41:10","MqMgSM3nNwvbMYnYr","EUR-USD","long","1min","55000","bearish:stochs",NULL
122,"2017-06-21 15:41:11","WG3i5iAuiC82fNQxr","EUR-USD","long","5min","50000","bearish:stochs",NULL
123,"2017-06-21 15:43:31","dhXFWzMB4Eet3Bg29","USD-CNH","short","1min","0","ao:stochs",NULL
124,"2017-06-21 15:43:32","MQeAqkTw6zAcu5Lvx","USD-CNH","short","5min","-100000","ao:stochs",NULL
125,"2017-06-21 15:48:38","2SpcwhPnMxKMswpWc","USD-JPY","short","1min","0","macd:stochs",NULL
126,"2017-06-21 15:48:39","oeGmunBwkbiyWMFom","USD-JPY","short","5min","-100000","macd:stochs",NULL
127,"2017-06-21 15:49:22","3QNDodNjYwaGweksY","NZD-USD","long","1min","-100000","bullish:dragonflydoji:stochs",NULL
128,"2017-06-21 15:49:24","N27gNpAv7RE6b7v98","NZD-USD","long","5min","-100000","bullish:dragonflydoji:stochs",NULL
129,"2017-06-21 15:49:25","5ZatKYXAv45LpYXQ9","NZD-USD","long","1min","-100000","dragonflydoji:stochs",NULL
130,"2017-06-21 15:49:27","3t4B2WzqkpbFc7CrC","NZD-USD","long","5min","-100000","dragonflydoji:stochs",NULL
131,"2017-06-21 15:51:51","ukmzhfMpg3nR58qbk","NZD-USD","long","1min","50000","bearish:stochs",NULL
132,"2017-06-21 15:51:53","mZg4hJQo6ybBACGcW","NZD-USD","long","5min","-100000","bearish:stochs",NULL
133,"2017-06-21 15:54:02","9eqC9wJ26MjYyZtrW","USD-CAD","long","1min","75000","bearish:dragonflydoji",NULL
134,"2017-06-21 15:54:04","qwxFPZq95zzBz4ycZ","USD-CAD","long","5min","50000","bearish:dragonflydoji",NULL
135,"2017-06-21 15:54:22","XLymtb4Ei5eRw3wp8","USD-JPY","long","1min","61000","ao:macd",NULL
136,"2017-06-21 15:54:24","iwQcuzs3BnMafSnEv","USD-JPY","long","5min","50000","ao:macd",NULL
137,"2017-06-21 15:55:47","feHGhevDfELCZ3Pei","USD-JPY","long","1min","0","bearish:macd",NULL
138,"2017-06-21 15:55:48","7rwQBfrGRGCaYxpaN","USD-JPY","long","5min","-100000","bearish:macd",NULL
139,"2017-06-21 15:58:02","jXDR2YQrw7M6LGJG6","USD-MXN","long","1min","55000","dragonflydoji:macd",NULL
140,"2017-06-21 15:58:03","vEjABDWhPLv3Tas4K","USD-MXN","long","5min","50000","dragonflydoji:macd",NULL
141,"2017-06-21 15:59:18","dK28yNsStvTL2idoM","USD-CAD","long","1min","-100000","bullish:dragonflydoji",NULL
142,"2017-06-21 15:59:20","FqvyyataMdipbf9t4","USD-CAD","long","5min","-100000","bullish:dragonflydoji",NULL
143,"2017-06-21 16:00:01","5iwaE2Pi445GqgcdN","USD-TRY","long","1min","-100000","dragonflydoji:stochs",NULL
144,"2017-06-21 16:00:03","mCLAq9YAGKJcCbNQt","USD-TRY","long","5min","50000","dragonflydoji:stochs",NULL
145,"2017-06-21 16:00:06","MfasD9S8r7qWT6H2d","USD-JPY","long","1min","-100000","macd:stochs",NULL
146,"2017-06-21 16:00:07","CoTXGR8j8FdsgZTiv","USD-JPY","long","5min","-100000","macd:stochs",NULL
147,"2017-06-21 16:00:09","ZhqLequb4bGApXn3x","USD-TRY","long","1min","55000","bullish:dragonflydoji",NULL
148,"2017-06-21 16:00:10","b2vrgPySjD2kLvQqZ","USD-TRY","long","5min","50000","bullish:dragonflydoji",NULL
149,"2017-06-21 16:01:30","9CLokkGCfjQrDpCBG","USD-CNH","long","1min","55000","bearish:stochs",NULL
150,"2017-06-21 16:01:32","ccjP5rhXxEXh3F3bM","USD-CNH","long","5min","50000","bearish:stochs",NULL
151,"2017-06-21 16:01:57","Hccyui5B8z3nrSjyz","USD-CHF","long","1min","0","bearish:stochs",NULL
152,"2017-06-21 16:01:58","QyA2RkncpKfFAmGmL","USD-CHF","long","5min","50000","bearish:stochs",NULL
153,"2017-06-21 16:02:20","5ZuAZj3XctEh5JFjS","USD-MXN","short","1min","55000","rsi:stochs",NULL
154,"2017-06-21 16:02:21","56v8NtChc5peukvBM","USD-MXN","short","5min","50000","rsi:stochs",NULL
155,"2017-06-21 16:02:43","XMN9Npxety94yzEBG","AUD-USD","long","1min","0","bearish:stochs",NULL
156,"2017-06-21 16:02:45","2T4d4jgn56HMeGnSY","AUD-USD","long","5min","-100000","bearish:stochs",NULL
157,"2017-06-21 16:04:04","o5xMW7XFKCJAQLJ7R","USD-JPY","long","1min","-100000","bearish:stochs",NULL
158,"2017-06-21 16:04:05","YZdRCvhT9YBhphBr2","USD-JPY","long","5min","-100000","bearish:stochs",NULL
159,"2017-06-21 16:04:30","M9BmkwtR9egQ4TgdC","USD-CAD","short","1min","0","rsi:stochs",NULL
160,"2017-06-21 16:04:31","Gug6fhhRfHD8P5GcN","USD-CAD","short","5min","50000","rsi:stochs",NULL
161,"2017-06-21 16:05:01","rrghcKM6x5GqAo3pT","AUD-USD","long","1min","67000","rsi:stochs",NULL
162,"2017-06-21 16:05:02","MB4cgEveYnHC5AjYJ","AUD-USD","long","5min","50000","rsi:stochs",NULL
163,"2017-06-21 16:05:03","aakNJinGjoLzt2sBM","AUD-USD","long","1min","-100000","bearish:rsi:stochs",NULL
164,"2017-06-21 16:05:05","r3Re88TJwoGuaQpeH","AUD-USD","long","5min","50000","bearish:rsi:stochs",NULL
165,"2017-06-21 16:05:06","cNg74ZMRnKjrhyi5t","AUD-USD","long","1min","-100000","bearish:rsi",NULL
166,"2017-06-21 16:05:07","Ht4rEDs7HF9qmX2Gj","AUD-USD","long","5min","50000","bearish:rsi",NULL
167,"2017-06-21 16:06:02","Cbnsfj4dgcqqr8gxW","USD-CAD","short","1min","75000","hangingman:rsi:stochs",NULL
168,"2017-06-21 16:06:03","N8RMSvBzNi5wAbFLT","USD-CAD","short","5min","-100000","hangingman:rsi:stochs",NULL
169,"2017-06-21 16:06:04","RcXtZn82ufSxhpfx4","USD-CAD","short","1min","75000","hangingman:rsi",NULL
170,"2017-06-21 16:06:06","B3XG6Kas6kBy4Rj7f","USD-CAD","short","5min","-100000","hangingman:rsi",NULL
171,"2017-06-21 16:07:23","H5xPyp9wsq8rdyn3o","AUD-USD","long","1min","-100000","bullish:stochs",NULL
172,"2017-06-21 16:07:25","wWZFAY3pxwF9KbyL3","AUD-USD","long","5min","50000","bullish:stochs",NULL
173,"2017-06-21 16:07:53","LuyN5mNFzyQRvmy5f","NZD-USD","long","1min","50000","bullish:haramicross",NULL
174,"2017-06-21 16:07:55","QLs43g4tC6c5Y9ydd","NZD-USD","long","5min","50000","bullish:haramicross",NULL
175,"2017-06-21 16:09:03","9Ki3gLw4PczzqqzJn","USD-CHF","long","1min","70000","dragonflydoji:stochs",NULL
176,"2017-06-21 16:09:04","qF3QED2xTYBKpQg66","USD-CHF","long","5min","50000","dragonflydoji:stochs",NULL
177,"2017-06-21 16:11:01","RWbHiq5bcbg77aGPi","USD-CNH","long","1min","55000","bearish:dragonflydoji",NULL
178,"2017-06-21 16:11:03","rhwS5hZE4gkzjyEsx","USD-CNH","long","5min","50000","bearish:dragonflydoji",NULL
179,"2017-06-21 16:15:01","ZJduDbQZWEuJNLPsc","USD-JPY","short","1min","0","hangingman:shootingstar",NULL
180,"2017-06-21 16:15:02","YEjTj4QeFhdya7xnj","USD-JPY","short","5min","50000","hangingman:shootingstar",NULL
181,"2017-06-21 16:15:04","9zXD72FtWsvFBAeFt","USD-JPY","short","1min","0","hangingman:macd:shootingstar",NULL
182,"2017-06-21 16:15:05","bvfnDFD3GsBBmDtdb","USD-JPY","short","5min","50000","hangingman:macd:shootingstar",NULL
183,"2017-06-21 16:15:07","qXzYSpuodu7rDTnDt","USD-JPY","short","1min","0","macd:shootingstar",NULL
184,"2017-06-21 16:15:08","wwdHyuM9PL7DumiSm","USD-JPY","short","5min","50000","macd:shootingstar",NULL
185,"2017-06-21 16:15:09","JXtZYABsfjkNADTun","USD-JPY","short","1min","61000","hangingman:macd",NULL
186,"2017-06-21 16:15:11","F6QZt4PbW29kTkJTg","USD-JPY","short","5min","50000","hangingman:macd",NULL
187,"2017-06-21 16:16:03","BQ8RATyDJCEMgYS3b","EUR-USD","long","1min","55000","haramicross:stochs",NULL
188,"2017-06-21 16:16:04","fNpRB4ao6wbQuN6Sd","EUR-USD","long","5min","-100000","haramicross:stochs",NULL
189,"2017-06-21 16:16:13","NEmbj257p4GTAmj4A","EUR-USD","long","1min","0","bullish:stochs",NULL
190,"2017-06-21 16:16:14","TkZ7mth45rqpFryjz","EUR-USD","long","5min","-100000","bullish:stochs",NULL
191,"2017-06-21 16:16:16","qJ2xW74Zn76SzzYcX","EUR-USD","long","1min","0","bullish:haramicross:stochs",NULL
192,"2017-06-21 16:16:17","Kd5ZyT35cTAgzqYng","EUR-USD","long","5min","-100000","bullish:haramicross:stochs",NULL
193,"2017-06-21 16:16:18","kq2fniubwtS7DHXWG","EUR-USD","long","1min","55000","bullish:haramicross",NULL
194,"2017-06-21 16:16:20","cyKt2CMENoCojJ2A2","EUR-USD","long","5min","-100000","bullish:haramicross",NULL
195,"2017-06-21 16:17:04","phaqJKvjMgXyYHHsd","USD-JPY","long","1min","-100000","bearish:dragonflydoji",NULL
196,"2017-06-21 16:17:06","DC8y8v5N68MoXz5ye","USD-JPY","long","5min","-100000","bearish:dragonflydoji",NULL
197,"2017-06-21 16:18:13","5zAHo5hTXRjcoB7Eq","USD-CAD","long","1min","75000","bearish:stochs",NULL
198,"2017-06-21 16:18:14","LapGHfWQEezWTsF5B","USD-CAD","long","5min","50000","bearish:stochs",NULL
199,"2017-06-21 16:18:16","x3PLiauvrjzmWSKXD","USD-TRY","long","1min","55000","ao:bearish",NULL
200,"2017-06-21 16:18:17","6nHc24mAM4J5efdSZ","USD-TRY","long","5min","50000","ao:bearish",NULL
201,"2017-06-21 16:18:20","d7nKNeFjcmMn8Tokp","EUR-GBP","long","1min","-100000","bearish:stochs",NULL
202,"2017-06-21 16:18:22","dosQRL6Cvyn3ZGGKS","EUR-GBP","long","5min","-100000","bearish:stochs",NULL
203,"2017-06-21 16:18:44","frikW64CfowJDq9AW","USD-CNH","long","1min","55000","rsi:stochs",NULL
204,"2017-06-21 16:18:46","TbxppqQPmcHJY6E8d","USD-CNH","long","5min","50000","rsi:stochs",NULL
205,"2017-06-21 16:18:47","QEJb86XTDDkzvj6ck","USD-CNH","long","1min","55000","bearish:rsi:stochs",NULL
206,"2017-06-21 16:18:49","pSxrYMkhCqY2qw7Nr","USD-CNH","long","5min","50000","bearish:rsi:stochs",NULL
207,"2017-06-21 16:18:50","D3aeiHvfPZLbD6R2s","USD-CNH","long","1min","55000","bearish:rsi",NULL
208,"2017-06-21 16:18:52","A2jWvb5LTYZxYMHTC","USD-CNH","long","5min","50000","bearish:rsi",NULL
209,"2017-06-21 16:19:03","8HnNZspTuHX5bvPoo","USD-CHF","long","1min","70000","bullish:dragonflydoji",NULL
210,"2017-06-21 16:19:04","4Ck7aLBSsqMFc5oaP","USD-CHF","long","5min","50000","bullish:dragonflydoji",NULL
211,"2017-06-21 16:19:05","dTPnDhTNTkHnBhESW","USD-CHF","long","1min","70000","bullish:dragonflydoji:haramicross",NULL
212,"2017-06-21 16:19:07","WmA8iSeymEvQNscWb","USD-CHF","long","5min","50000","bullish:dragonflydoji:haramicross",NULL
213,"2017-06-21 16:19:08","XuRaydiCtASHPb8Hn","USD-CHF","long","1min","70000","dragonflydoji:haramicross",NULL
214,"2017-06-21 16:19:10","GZyJ97rxBfvFtJZAw","USD-CHF","long","5min","50000","dragonflydoji:haramicross",NULL
215,"2017-06-21 16:19:11","EdZoepAxoLSJhBgBf","USD-CHF","long","1min","0","bullish:haramicross",NULL
216,"2017-06-21 16:19:12","4tnoHaySQzuYPjydf","USD-CHF","long","5min","50000","bullish:haramicross",NULL
217,"2017-06-21 16:19:15","ppC3yZRW828ffqcLp","USD-MXN","long","1min","55000","bullish:macd",NULL
218,"2017-06-21 16:19:17","ZZaKukspjh8ubexot","USD-MXN","long","5min","50000","bullish:macd",NULL
219,"2017-06-21 16:20:05","sq4ZBw4bKgZnQDEme","EUR-GBP","long","1min","-100000","haramicross:stochs",NULL
220,"2017-06-21 16:20:07","Resss4kChm3GCKPtH","EUR-GBP","long","5min","-100000","haramicross:stochs",NULL
221,"2017-06-21 16:22:06","9LzxCZjNyhDnw6oPP","USD-MXN","short","1min","-100000","hangingman:stochs",NULL
222,"2017-06-21 16:22:08","BxM6jYcfPmDvR52KB","USD-MXN","short","5min","50000","hangingman:stochs",NULL
223,"2017-06-21 16:22:09","E57oZN5ZwT9vbzxod","USD-MXN","short","1min","-100000","hangingman:rsi:stochs",NULL
224,"2017-06-21 16:22:10","EqHfE5PeoiGentMWb","USD-MXN","short","5min","50000","hangingman:rsi:stochs",NULL
225,"2017-06-21 16:22:12","FkyC9K5j4ReCK8AdY","USD-MXN","short","1min","-100000","hangingman:rsi",NULL
